MetricID,Group,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,Filter7,Date,Financial Year,Value
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-03-28,2021/22,9270.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-04,2022/23,8771.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-11,2022/23,8315.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-18,2022/23,8267.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-25,2022/23,8455.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-02,2022/23,8712.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-09,2022/23,9248.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-16,2022/23,9387.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-23,2022/23,9121.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-30,2022/23,8517.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-06,2022/23,9063.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-13,2022/23,9078.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-20,2022/23,9442.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-27,2022/23,9086.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-04,2022/23,8818.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-11,2022/23,9120.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-18,2022/23,8473.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-25,2022/23,8079.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-08-01,2022/23,8030.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-08-08,2022/23,7790.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-08-15,2022/23,7825.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-08-22,2022/23,7622.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-08-29,2022/23,7748.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-09-05,2022/23,7891.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-09-12,2022/23,8589.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-09-19,2022/23,8325.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-09-26,2022/23,8445.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-10-03,2022/23,8923.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-10-10,2022/23,9012.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-10-17,2022/23,8842.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-10-24,2022/23,8613.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-10-31,2022/23,8633.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-11-07,2022/23,9111.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-11-14,2022/23,9653.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-11-21,2022/23,9428.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-11-28,2022/23,9702.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-12-05,2022/23,9942.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-12-12,2022/23,9208.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-12-19,2022/23,8414.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-12-26,2022/23,8328.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-01-02,2022/23,7706.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-01-09,2022/23,7480.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-01-16,2022/23,7424.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-01-23,2022/23,7940.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-01-30,2022/23,8475.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-02-06,2022/23,8522.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-02-13,2022/23,8532.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-02-20,2022/23,8087.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-02-27,2022/23,8285.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-03-06,2022/23,8266.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-03-13,2022/23,8532.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-03-20,2022/23,8483.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-03-27,2022/23,8192.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-04-03,2023/24,7962.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-04-10,2023/24,7682.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-04-17,2023/24,8109.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-04-24,2023/24,8403.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-05-01,2023/24,8677.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-05-08,2023/24,8700.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-05-15,2023/24,8954.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-05-22,2023/24,8893.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-05-29,2023/24,8296.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-06-05,2023/24,8901.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-06-12,2023/24,9537.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-06-19,2023/24,9344.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-06-26,2023/24,8759.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-07-03,2023/24,8610.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-07-10,2023/24,8678.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-07-17,2023/24,8463.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-07-24,2023/24,8152.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-07-31,2023/24,7785.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-08-07,2023/24,7836.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-08-14,2023/24,8114.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-08-21,2023/24,8011.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-08-28,2023/24,7891.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-09-04,2023/24,8426.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-09-11,2023/24,8653.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-09-18,2023/24,8515.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-09-25,2023/24,8990.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-10-02,2023/24,8836.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-10-09,2023/24,8829.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-10-16,2023/24,8719.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-10-23,2023/24,8802.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-10-30,2023/24,8497.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-06,2023/24,8847.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-13,2023/24,8953.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-20,2023/24,9142.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,2023/24,8668.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-12-04,2023/24,8966.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-12-11,2023/24,9084.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-12-18,2023/24,8728.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-12-25,2023/24,8432.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-01-01,2023/24,8471.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-01-08,2023/24,8170.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-01-15,2023/24,8540.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-01-22,2023/24,9114.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-01-29,2023/24,9346.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-05,2023/24,9280.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-12,2023/24,8560.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-19,2023/24,9035.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-26,2023/24,8862.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-03-04,2023/24,9142.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-03-11,2023/24,9153.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-03-18,2023/24,9127.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-03-25,2023/24,8522.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-04-01,2024/25,8554.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-04-08,2024/25,8599.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-04-15,2024/25,8741.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-04-22,2024/25,9002.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-04-29,2024/25,9587.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-06,2024/25,9299.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-13,2024/25,9483.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-20,2024/25,9156.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-27,2024/25,8692.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-06-03,2024/25,8903.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-06-10,2024/25,8875.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-06-17,2024/25,9440.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-06-24,2024/25,9276.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-07-01,2024/25,9084.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-07-08,2024/25,8847.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-07-15,2024/25,9167.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-07-22,2024/25,8490.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-07-29,2024/25,8330.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-08-05,2024/25,7714.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-08-12,2024/25,8075.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-08-19,2024/25,7844.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-08-26,2024/25,8257.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-02,2024/25,8219.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-09,2024/25,8448.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-16,2024/25,9102.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-23,2024/25,8764.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-30,2024/25,8876.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-10-07,2024/25,9158.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-10-14,2024/25,9346.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-10-21,2024/25,9487.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-10-28,2024/25,8977.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-11-04,2024/25,9517.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-11-11,2024/25,9577.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-11-18,2024/25,9686.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-11-25,2024/25,10068.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-12-02,2024/25,9866.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-12-09,2024/25,9747.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-12-16,2024/25,9333.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-12-23,2024/25,8474.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-12-30,2024/25,8374.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-01-06,2024/25,7985.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-01-13,2024/25,8348.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-01-20,2024/25,8891.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-01-27,2024/25,9028.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-02-03,2024/25,9052.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-02-10,2024/25,8856.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-02-17,2024/25,8796.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-02-24,2024/25,8956.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-03-03,2024/25,9058.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-03-10,2024/25,9179.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-03-17,2024/25,9183.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-03-24,2024/25,8993.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-03-31,2024/25,9443.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-04-07,2025/26,9520.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-04-14,2025/26,8835.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-04-21,2025/26,8690.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-04-28,2025/26,9283.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-05-05,2025/26,9078.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-05-12,2025/26,8678.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-05-19,2025/26,8244.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-05-26,2025/26,7930.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-02,2025/26,7883.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-09,2025/26,8331.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-16,2025/26,8298.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-23,2025/26,8364.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-30,2025/26,8210.000000
EC_Atts_Wk,System,BIRMINGHAM AND SOLIHULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-07-07,2025/26,2231.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-03-28,2021/22,11089.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-04,2022/23,11295.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-11,2022/23,10386.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-18,2022/23,10077.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-25,2022/23,10677.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-02,2022/23,10835.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-09,2022/23,11477.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-16,2022/23,11665.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-23,2022/23,11120.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-05-30,2022/23,10294.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-06,2022/23,11527.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-13,2022/23,11374.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-20,2022/23,11774.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-06-27,2022/23,11375.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-04,2022/23,11128.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-11,2022/23,11375.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-18,2022/23,10645.000000
EC_Atts_Wk,System,BLACK COUNTRY,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-25,2022/23,10442.000000
